,0
1909,software quality assurance
1910,network protocols
1911,qa test
1912,test cases
1913,application analysis
1914,application support
1915,automated test scripts
1916,basis
1917,business process management
1918,dispatching
1919,issues management
1920,maintenance repair
1921,planning modules
1922,process management
1923,qa testing
1924,staff training
1925,systems support
1926,test scripts
1927,graphical user interface
1928,wireless
1929,black box
1930,usability
1931,adt
1932,pocket pc
1933,systems administration
1934,telephones
1935,wap
1936,retail marketing
1937,architecture
1938,database systems
1939,design review
1940,quality engineer
1941,software quality engineer
1942,test plans
1943,white box
1944,white box testing
1945,db2
1946,dbase
1947,dbase iv
1948,netbeui
1949,new products
1950,rdbms
1951,solutions
1952,storage area network
1953,structured software
1954,system integration
1955,virtual machine
1956,visual test
1957,vm
1958,assurance analyst
1959,automated testing
1960,back end
1961,data integrity
1962,dos
1963,file
1964,invoice
1965,ms exchange
1966,ms-dos
1967,business intelligence
1968,e-business
1969,embedded systems
1970,qa engineering
1971,real time embedded
1972,wireless data
1973,visio)
1974,erp-sap
1975,sas-stat
1976,animations
1977,visual management
1978,5s
1979,standardized work
1980,boring machine
1981,checks
1982,tests
1983,six sigma methodology
1984,continuous improvement techniques
1985,safety engineering (fta
1986,fmea)
1987,mission arlington
1988,arlington
1989,texas.         skills     asp.net
1990,grinders
1991,languages
1992,visual basic 6
1993,ms visio
1994,stat graphics
1995,manufacturing yield improvement
1996,cip
1997,mill
1998,scheme
1999,"system
design"
2000,naval
2001,fm
2002,sps
2003,drilling and tapping
